usuario_edad,usuario_genero,pelicula_duracion,pelicula_genero,temporada_visita,años_desde_estreno,veces_vista_pelicula,dispositivo_usuario,idioma_preferido,duracion_vista_real,popularidad_streaming,rating_promedio_usuario
47,Masculino,164,Acción,Primavera,9,5161,Móvil,Inglés,96,5795,3.07
38,Masculino,124,Drama,Primavera,5,1958,Móvil,Español,86,5798,2.76
48,Masculino,147,Drama,Primavera,9,9205,Computadora,Inglés,150,7036,1.59
41,Femenino,80,Acción,Verano,5,5707,Smart TV,Inglés,64,3355,2.31
37,Femenino,95,Comedia,Verano,1,2165,Smart TV,Español,58,6887,2.74
54,Femenino,111,Acción,Primavera,10,3066,Computadora,Español,43,8961,1.35
21,Masculino,96,Drama,Primavera,9,6873,Móvil,Inglés,51,6827,1.88
45,Masculino,80,Acción,Primavera,9,7992,Computadora,Inglés,86,9737,3.39
61,Femenino,107,Acción,Verano,7,9888,Computadora,Inglés,69,5719,3.94
37,Masculino,167,Drama,Verano,5,4542,Smart TV,Español,113,1593,4.99
41,Masculino,112,Drama,Primavera,12,9347,Computadora,Español,78,5839,4.73
49,Masculino,88,Acción,Verano,2,9315,Móvil,Español,88,8394,3.57
58,Masculino,133,Drama,Verano,9,3304,Computadora,Español,104,4493,2.68
53,Masculino,75,Drama,Verano,8,675,Smart TV,Español,64,7164,3.54
51,Femenino,115,Drama,Primavera,1,298,Móvil,Inglés,70,3672,4.14
53,Femenino,171,Drama,Verano,6,7523,Smart TV,Español,55,5200,1.47
19,Femenino,111,Drama,Primavera,2,1465,Computadora,Español,115,1016,2.64
32,Femenino,161,Drama,Primavera,11,7934,Computadora,Inglés,170,4191,4.36
51,Femenino,134,Comedia,Primavera,5,2098,Computadora,Español,141,1392,2.54
53,Masculino,168,Acción,Primavera,4,5450,Smart TV,Español,177,9616,3.29
23,Masculino,173,Drama,Primavera,12,6544,Computadora,Español,164,7272,3.35
56,Masculino,141,Acción,Primavera,5,1116,Móvil,Inglés,119,1571,1.74
59,Masculino,128,Comedia,Primavera,7,3718,Móvil,Inglés,124,4631,2.45
29,Femenino,121,Drama,Primavera,2,125,Smart TV,Español,94,7172,2.34
20,Femenino,116,Acción,Primavera,1,9850,Smart TV,Español,47,8177,1.1
62,Femenino,76,Drama,Verano,7,3824,Smart TV,Español,46,9433,1.1
35,Masculino,80,Drama,Verano,0,3558,Computadora,Inglés,86,4897,4.33
57,Femenino,172,Drama,Primavera,1,6693,Móvil,Inglés,99,9123,2.09
38,Masculino,130,Drama,Verano,9,8762,Móvil,Español,129,3279,3.07
32,Femenino,137,Drama,Primavera,0,7380,Móvil,Español,51,9980,2.19
50,Femenino,94,Drama,Primavera,4,8169,Smart TV,Español,53,8451,4.76
52,Masculino,81,Drama,Verano,7,4846,Smart TV,Español,47,9906,2.04
43,Masculino,95,Comedia,Verano,1,7689,Computadora,Inglés,32,1775,2.72
25,Femenino,171,Comedia,Primavera,3,9177,Smart TV,Inglés,67,7869,4.49
53,Femenino,179,Drama,Verano,3,7078,Móvil,Español,81,3247,4.37
47,Masculino,81,Drama,Verano,10,9167,Computadora,Inglés,78,8088,1.74
40,Femenino,112,Comedia,Primavera,10,9233,Smart TV,Inglés,39,1078,4.21
59,Femenino,120,Comedia,Verano,6,3141,Smart TV,Español,64,9080,2.83
61,Masculino,106,Comedia,Verano,0,7865,Móvil,Español,32,8099,2.93
31,Femenino,115,Drama,Verano,8,5504,Computadora,Español,98,4926,1.53
31,Masculino,122,Acción,Verano,2,671,Smart TV,Español,97,8340,1.32
19,Femenino,157,Acción,Primavera,5,8896,Smart TV,Inglés,128,8083,3.91
54,Masculino,149,Acción,Primavera,9,5080,Computadora,Español,89,7230,2.99
22,Femenino,82,Acción,Primavera,4,8673,Computadora,Español,38,5940,2.75
55,Masculino,158,Drama,Verano,3,1336,Smart TV,Español,138,4271,3.92
62,Femenino,123,Acción,Verano,8,2480,Smart TV,Español,116,4456,4.06
58,Masculino,126,Comedia,Primavera,10,7277,Móvil,Inglés,51,8788,1.64
64,Femenino,73,Comedia,Verano,11,1617,Computadora,Español,50,9599,3.44
31,Femenino,144,Acción,Primavera,8,1633,Smart TV,Español,71,8650,1.54
56,Femenino,165,Comedia,Primavera,0,5987,Smart TV,Inglés,71,3711,4.01
42,Femenino,118,Drama,Primavera,6,7959,Smart TV,Español,104,2668,3.63
37,Femenino,76,Acción,Primavera,9,3589,Smart TV,Español,55,1147,4.83
19,Femenino,179,Acción,Primavera,8,4742,Móvil,Español,84,7420,1.28
56,Femenino,80,Drama,Primavera,4,9162,Computadora,Inglés,43,1365,1.23
23,Femenino,161,Comedia,Primavera,0,2250,Smart TV,Español,172,5531,2.13
34,Femenino,123,Drama,Primavera,7,5419,Computadora,Español,120,6330,2.05
42,Masculino,174,Drama,Verano,4,3866,Computadora,Español,174,6510,1.99
45,Masculino,156,Comedia,Primavera,5,5060,Smart TV,Inglés,104,9754,4.63
19,Femenino,114,Drama,Primavera,6,6161,Smart TV,Español,91,9964,2.0
52,Masculino,92,Comedia,Verano,9,5957,Smart TV,Español,55,7493,2.09
54,Femenino,97,Comedia,Verano,6,4587,Móvil,Español,35,6439,4.04
22,Femenino,176,Drama,Primavera,12,7850,Smart TV,Inglés,109,7511,2.8
18,Masculino,126,Comedia,Primavera,11,9904,Computadora,Inglés,97,8504,4.11
57,Femenino,95,Drama,Primavera,6,1177,Computadora,Español,50,2246,1.26
29,Femenino,94,Comedia,Primavera,0,1400,Móvil,Español,91,4839,2.95
53,Masculino,123,Acción,Primavera,6,6749,Smart TV,Inglés,51,9551,1.13
62,Masculino,98,Comedia,Primavera,10,7281,Smart TV,Español,58,3376,1.25
40,Femenino,152,Comedia,Verano,2,8238,Móvil,Inglés,60,4009,4.63
64,Masculino,166,Drama,Primavera,4,2629,Móvil,Inglés,103,2827,1.56
48,Masculino,105,Comedia,Primavera,9,3360,Smart TV,Inglés,34,7979,3.13
28,Femenino,83,Acción,Verano,4,463,Smart TV,Español,42,9569,2.64
27,Masculino,147,Acción,Primavera,7,945,Computadora,Inglés,91,5285,2.39
20,Masculino,104,Comedia,Primavera,6,3132,Smart TV,Inglés,70,7910,4.6
31,Femenino,99,Comedia,Verano,6,1427,Smart TV,Español,72,9561,1.09
33,Masculino,161,Acción,Verano,5,8683,Computadora,Español,83,3196,3.66
27,Masculino,86,Drama,Primavera,6,3355,Computadora,Español,61,4747,4.85
46,Femenino,136,Acción,Primavera,6,5236,Computadora,Inglés,96,9843,3.24
27,Femenino,149,Acción,Primavera,4,7208,Computadora,Inglés,82,6978,4.75
29,Femenino,179,Comedia,Primavera,4,3337,Móvil,Español,172,6607,1.21
47,Masculino,99,Comedia,Verano,3,9597,Computadora,Inglés,72,1769,2.68
58,Femenino,162,Acción,Primavera,3,5768,Móvil,Español,91,1780,2.04
18,Femenino,114,Drama,Primavera,4,6412,Computadora,Español,120,7303,3.92
22,Masculino,148,Acción,Primavera,9,9056,Computadora,Español,144,4983,4.93
37,Femenino,179,Acción,Primavera,8,5565,Computadora,Español,194,9714,2.03
25,Femenino,158,Drama,Primavera,10,598,Smart TV,Español,134,1521,3.62
60,Femenino,120,Acción,Primavera,11,6162,Móvil,Inglés,72,8569,1.79
29,Femenino,171,Acción,Primavera,5,3044,Computadora,Inglés,89,6784,3.26
18,Masculino,175,Comedia,Primavera,7,8052,Smart TV,Español,145,5583,2.86
37,Femenino,116,Drama,Primavera,8,5956,Móvil,Inglés,125,6946,4.89
45,Femenino,122,Comedia,Verano,11,7938,Móvil,Inglés,97,5941,3.43
60,Masculino,133,Comedia,Verano,3,6177,Smart TV,Español,133,7267,2.4
54,Femenino,107,Drama,Verano,11,235,Móvil,Inglés,60,8128,1.46
64,Masculino,133,Drama,Primavera,12,9392,Smart TV,Inglés,83,3461,1.6
54,Masculino,156,Acción,Primavera,6,4133,Computadora,Español,159,1685,1.9
29,Masculino,158,Comedia,Primavera,4,6800,Smart TV,Inglés,143,3160,2.0
54,Femenino,175,Drama,Primavera,3,4213,Móvil,Inglés,189,8031,4.4
61,Masculino,76,Comedia,Primavera,11,6646,Móvil,Inglés,69,6341,3.24
45,Masculino,91,Comedia,Primavera,6,8496,Computadora,Inglés,59,1038,3.09
64,Masculino,150,Drama,Verano,2,4694,Smart TV,Inglés,108,5875,1.46
32,Femenino,151,Acción,Verano,0,661,Computadora,Español,154,2256,4.44
23,Femenino,110,Comedia,Primavera,6,5500,Smart TV,Español,81,8697,3.89
61,Femenino,143,Drama,Verano,8,7433,Smart TV,Español,72,3196,1.27
37,Femenino,79,Acción,Primavera,1,3414,Smart TV,Español,51,8165,3.83
31,Femenino,126,Comedia,Primavera,6,4060,Computadora,Español,89,1301,3.17
19,Femenino,76,Drama,Verano,9,2311,Computadora,Inglés,28,8527,1.33
26,Femenino,119,Comedia,Verano,1,2471,Móvil,Inglés,106,7381,2.83
54,Masculino,171,Drama,Verano,12,7074,Computadora,Español,66,1646,2.94
37,Masculino,160,Drama,Verano,12,2781,Smart TV,Español,99,9789,1.66
43,Masculino,121,Comedia,Primavera,2,2906,Smart TV,Español,114,9853,4.78
46,Masculino,102,Comedia,Verano,12,2355,Smart TV,Inglés,68,5330,4.4
18,Femenino,70,Drama,Verano,9,9192,Computadora,Inglés,68,8003,3.68
52,Masculino,177,Acción,Primavera,11,6482,Móvil,Inglés,101,4537,2.85
23,Masculino,122,Comedia,Verano,9,4999,Computadora,Inglés,130,5558,2.65
54,Masculino,129,Drama,Verano,2,3259,Móvil,Inglés,60,7579,3.6
22,Masculino,103,Drama,Primavera,11,5756,Computadora,Inglés,34,9474,3.18
50,Femenino,73,Acción,Primavera,12,1552,Smart TV,Español,72,5082,1.25
31,Femenino,86,Acción,Primavera,3,9535,Móvil,Inglés,77,5183,3.05
29,Femenino,73,Acción,Verano,5,2422,Computadora,Español,35,9652,4.23
59,Masculino,112,Comedia,Verano,2,9962,Smart TV,Español,121,4754,2.84
37,Femenino,159,Drama,Verano,12,7197,Móvil,Inglés,111,2724,1.21
41,Masculino,73,Drama,Verano,8,1868,Móvil,Inglés,77,2376,4.15
60,Femenino,70,Drama,Verano,1,6196,Smart TV,Inglés,49,9706,1.81
51,Femenino,140,Acción,Verano,6,5285,Smart TV,Inglés,94,9894,2.03
42,Femenino,163,Drama,Primavera,5,1269,Computadora,Inglés,107,2653,1.66
46,Femenino,119,Comedia,Verano,1,4810,Computadora,Inglés,67,3066,2.32
56,Femenino,142,Acción,Verano,10,6690,Smart TV,Inglés,103,1022,4.03
48,Masculino,130,Acción,Verano,2,486,Computadora,Inglés,86,3460,3.08
64,Femenino,104,Acción,Primavera,5,2530,Smart TV,Español,34,6926,1.82
60,Masculino,77,Acción,Verano,9,1505,Smart TV,Español,39,7251,4.51
40,Masculino,93,Comedia,Primavera,3,223,Computadora,Inglés,43,8295,4.52
61,Masculino,152,Drama,Primavera,0,4097,Computadora,Español,151,4300,4.48
55,Masculino,105,Comedia,Verano,0,6009,Móvil,Inglés,81,7279,1.96
37,Masculino,119,Drama,Primavera,2,3996,Móvil,Español,108,9553,2.8
40,Femenino,112,Comedia,Primavera,7,9916,Computadora,Español,119,8353,4.94
62,Femenino,96,Acción,Primavera,10,8166,Computadora,Inglés,78,4727,4.09
33,Femenino,101,Acción,Primavera,3,9473,Computadora,Inglés,109,7272,1.11
59,Femenino,147,Comedia,Primavera,10,827,Móvil,Inglés,80,6995,1.26
25,Masculino,87,Comedia,Verano,0,7139,Computadora,Español,39,1514,2.86
38,Femenino,97,Drama,Verano,7,7815,Móvil,Español,60,1448,4.64
18,Femenino,98,Comedia,Primavera,9,3770,Móvil,Inglés,66,7019,3.15
25,Masculino,85,Comedia,Primavera,5,1241,Móvil,Español,86,6343,2.99
46,Masculino,168,Drama,Verano,0,4131,Móvil,Inglés,125,9033,1.42
49,Femenino,116,Drama,Primavera,11,8650,Smart TV,Español,61,3520,3.63
55,Femenino,128,Drama,Primavera,9,3842,Computadora,Inglés,114,4081,4.29
22,Masculino,100,Comedia,Primavera,9,2944,Computadora,Español,70,2428,2.52
64,Femenino,73,Drama,Primavera,5,2311,Smart TV,Inglés,31,4967,4.1
39,Femenino,106,Acción,Verano,0,1072,Computadora,Inglés,80,7445,4.86
64,Femenino,86,Acción,Verano,9,460,Móvil,Inglés,88,3159,1.82
51,Femenino,108,Acción,Primavera,9,2732,Smart TV,Español,105,6132,3.09
18,Masculino,117,Comedia,Verano,2,3290,Móvil,Inglés,90,3547,2.15
43,Masculino,115,Acción,Verano,1,5048,Smart TV,Español,69,3979,4.17
60,Masculino,159,Comedia,Primavera,3,1724,Móvil,Inglés,58,3649,3.31
27,Femenino,117,Comedia,Verano,1,1856,Computadora,Inglés,79,9505,3.54
47,Femenino,108,Acción,Primavera,10,7918,Computadora,Inglés,97,4083,4.19
35,Femenino,174,Drama,Primavera,12,5219,Computadora,Español,102,2037,2.58
34,Femenino,73,Comedia,Primavera,4,6126,Smart TV,Español,35,4489,4.66
43,Femenino,99,Acción,Primavera,3,8532,Computadora,Español,103,8604,3.13
25,Masculino,99,Comedia,Verano,5,7075,Smart TV,Inglés,94,8544,1.63
64,Femenino,91,Drama,Primavera,6,1075,Móvil,Español,73,3634,3.78
57,Femenino,144,Drama,Primavera,11,4418,Computadora,Inglés,58,4983,4.17
29,Masculino,135,Acción,Primavera,1,6023,Móvil,Inglés,56,2778,2.27
44,Femenino,177,Comedia,Verano,1,2413,Computadora,Inglés,67,8902,4.43
25,Masculino,81,Comedia,Verano,7,9597,Móvil,Inglés,64,6110,4.62
42,Masculino,163,Comedia,Verano,12,887,Smart TV,Inglés,63,6189,2.11
63,Masculino,105,Comedia,Primavera,12,2528,Computadora,Español,102,8378,4.93
21,Masculino,87,Acción,Verano,8,8847,Smart TV,Español,95,2124,1.56
50,Masculino,159,Drama,Verano,4,6764,Smart TV,Inglés,94,1697,1.81
18,Femenino,122,Acción,Primavera,6,9851,Móvil,Inglés,80,3179,1.74
36,Masculino,140,Comedia,Primavera,12,7583,Computadora,Español,121,6251,4.58
48,Masculino,70,Comedia,Primavera,11,1463,Smart TV,Inglés,73,2929,3.62
33,Femenino,127,Drama,Primavera,8,4059,Móvil,Inglés,128,2013,1.61
31,Femenino,159,Comedia,Primavera,0,8881,Móvil,Inglés,55,1226,2.76
22,Masculino,156,Acción,Primavera,7,1849,Móvil,Inglés,67,8321,3.46
58,Femenino,159,Acción,Primavera,9,6771,Computadora,Español,143,2828,1.33
43,Femenino,178,Drama,Verano,9,640,Computadora,Inglés,151,8909,4.53
45,Masculino,75,Acción,Primavera,8,7734,Móvil,Español,30,6588,4.21
19,Masculino,139,Acción,Verano,8,8582,Computadora,Español,97,3023,3.02
23,Femenino,113,Acción,Primavera,9,4035,Móvil,Español,104,5966,4.87
26,Masculino,141,Acción,Verano,6,4058,Computadora,Español,66,6891,2.67
50,Masculino,93,Comedia,Primavera,11,3959,Computadora,Inglés,92,2080,4.94
58,Femenino,155,Acción,Primavera,11,8150,Móvil,Inglés,53,6036,3.67
42,Masculino,88,Drama,Primavera,11,9547,Móvil,Inglés,81,3563,3.54
30,Masculino,170,Drama,Verano,11,5431,Computadora,Español,134,4292,1.66
26,Masculino,87,Acción,Primavera,9,8299,Móvil,Español,48,4586,4.53
30,Masculino,164,Drama,Primavera,2,1757,Móvil,Español,143,5431,2.71
48,Masculino,170,Acción,Primavera,12,6285,Móvil,Inglés,157,7841,1.65
58,Femenino,99,Drama,Primavera,12,4528,Móvil,Inglés,103,7643,1.05
28,Femenino,111,Drama,Primavera,4,9548,Computadora,Inglés,65,4959,3.24
21,Masculino,102,Acción,Verano,12,7337,Smart TV,Español,86,1161,3.11
51,Femenino,143,Acción,Primavera,1,1139,Computadora,Español,111,1593,3.88
55,Masculino,170,Comedia,Primavera,10,2216,Móvil,Inglés,122,4390,4.56
63,Masculino,81,Acción,Primavera,9,8976,Móvil,Español,81,6997,1.32
21,Masculino,163,Acción,Primavera,2,4118,Computadora,Español,49,7354,3.93
55,Masculino,96,Comedia,Primavera,9,7646,Móvil,Inglés,50,1663,1.75
36,Masculino,108,Acción,Primavera,6,1924,Computadora,Español,78,1541,4.43
23,Femenino,78,Acción,Primavera,0,3634,Smart TV,Español,34,6433,4.28
51,Femenino,90,Comedia,Verano,2,6770,Móvil,Inglés,92,6093,3.16
35,Masculino,145,Acción,Primavera,4,8354,Smart TV,Español,118,1867,3.84
30,Femenino,98,Acción,Primavera,10,8552,Smart TV,Español,66,9623,2.26
58,Masculino,102,Comedia,Primavera,3,3671,Móvil,Español,97,6469,2.88
40,Femenino,176,Comedia,Primavera,2,3292,Móvil,Español,116,7256,4.29
36,Masculino,131,Drama,Verano,5,5053,Computadora,Inglés,97,2169,2.84
62,Femenino,84,Acción,Primavera,11,9780,Computadora,Inglés,25,1830,2.43
28,Masculino,71,Drama,Primavera,5,9422,Móvil,Español,42,2651,2.98
18,Masculino,121,Drama,Primavera,3,4375,Computadora,Inglés,49,2136,4.31
41,Femenino,172,Comedia,Verano,8,454,Smart TV,Inglés,146,3810,2.34
24,Femenino,113,Acción,Verano,10,5129,Smart TV,Inglés,77,9667,1.7
42,Masculino,123,Acción,Primavera,5,2874,Móvil,Español,66,2019,3.85
38,Femenino,87,Comedia,Primavera,8,688,Computadora,Español,58,6237,4.3
32,Masculino,72,Drama,Primavera,12,704,Móvil,Inglés,33,2283,1.4
18,Femenino,76,Comedia,Primavera,10,8465,Smart TV,Inglés,79,1659,1.96
29,Femenino,112,Acción,Verano,9,453,Móvil,Inglés,38,3010,1.57
24,Masculino,151,Comedia,Primavera,9,5534,Móvil,Inglés,149,9590,2.39
32,Femenino,177,Acción,Verano,1,533,Móvil,Español,125,2733,2.8
38,Femenino,107,Drama,Primavera,5,8550,Móvil,Inglés,85,3125,4.0
36,Masculino,106,Acción,Primavera,3,967,Smart TV,Español,57,3171,3.6
46,Femenino,127,Drama,Primavera,1,8887,Móvil,Español,136,9266,3.48
42,Masculino,102,Drama,Primavera,4,5864,Móvil,Español,53,4471,2.41
50,Masculino,177,Acción,Primavera,2,493,Computadora,Español,136,6624,4.37
49,Masculino,128,Acción,Verano,5,3854,Móvil,Español,140,9691,2.89
52,Masculino,164,Drama,Primavera,10,4470,Computadora,Español,164,9329,4.92
61,Masculino,80,Comedia,Primavera,7,4621,Móvil,Español,58,3097,3.54
55,Femenino,137,Acción,Verano,3,7799,Computadora,Inglés,149,6068,1.51
43,Masculino,151,Drama,Primavera,11,4678,Móvil,Español,130,7397,3.7
28,Masculino,137,Drama,Primavera,3,8505,Computadora,Inglés,63,3757,2.3
52,Femenino,167,Comedia,Verano,4,2226,Móvil,Inglés,104,4920,3.75
25,Femenino,162,Acción,Primavera,5,8430,Móvil,Inglés,91,9186,1.28
63,Femenino,157,Drama,Primavera,10,4293,Computadora,Inglés,90,2900,1.7
31,Masculino,91,Comedia,Primavera,6,4060,Móvil,Inglés,82,3610,4.42
27,Masculino,135,Drama,Primavera,5,763,Móvil,Español,103,7900,1.91
19,Masculino,113,Acción,Verano,6,2932,Móvil,Español,37,2449,4.35
63,Femenino,75,Comedia,Primavera,8,9365,Móvil,Inglés,75,9738,2.12
26,Masculino,111,Drama,Verano,3,4674,Smart TV,Inglés,59,6017,3.57
20,Femenino,94,Comedia,Primavera,9,6471,Móvil,Inglés,103,8999,3.78
38,Masculino,126,Acción,Verano,0,7724,Smart TV,Español,133,7052,3.05
43,Femenino,154,Comedia,Primavera,8,6392,Smart TV,Inglés,162,3096,2.22
25,Masculino,124,Acción,Primavera,6,5277,Móvil,Español,117,9895,1.85
19,Masculino,85,Drama,Verano,3,8453,Computadora,Español,40,7404,1.13
23,Masculino,164,Acción,Verano,9,7106,Computadora,Inglés,119,4331,2.22
45,Femenino,83,Drama,Verano,7,9792,Móvil,Español,39,8462,3.61
46,Femenino,108,Drama,Primavera,11,3278,Smart TV,Español,54,6105,4.75
43,Masculino,97,Acción,Verano,6,5646,Computadora,Español,76,3978,4.48
42,Masculino,165,Drama,Primavera,11,4590,Móvil,Inglés,54,3839,4.06
29,Masculino,161,Comedia,Primavera,1,4996,Móvil,Inglés,173,4384,4.15
22,Femenino,120,Drama,Primavera,0,285,Smart TV,Inglés,124,1685,3.66
51,Masculino,118,Acción,Verano,8,4753,Computadora,Inglés,71,8531,2.04
54,Masculino,78,Comedia,Primavera,6,2080,Móvil,Inglés,55,5283,4.63
32,Masculino,127,Comedia,Primavera,9,4641,Computadora,Inglés,85,8736,3.68
61,Masculino,114,Drama,Verano,0,7908,Móvil,Inglés,114,8710,3.24
53,Femenino,91,Drama,Primavera,12,929,Móvil,Inglés,77,2619,1.44
32,Femenino,101,Acción,Verano,3,3619,Móvil,Español,52,7868,2.79
60,Masculino,138,Comedia,Verano,4,8108,Smart TV,Inglés,90,2431,2.84
40,Masculino,156,Acción,Primavera,4,6009,Smart TV,Español,100,5713,4.46
23,Femenino,138,Drama,Primavera,4,1325,Smart TV,Español,147,5998,3.19
63,Femenino,111,Comedia,Verano,10,5874,Computadora,Inglés,48,1162,2.52
61,Masculino,122,Acción,Primavera,2,2944,Smart TV,Español,45,2974,4.91
60,Femenino,165,Acción,Primavera,4,7447,Smart TV,Español,165,4291,1.44
62,Femenino,128,Acción,Primavera,3,2833,Computadora,Inglés,130,9461,2.69
38,Masculino,143,Acción,Primavera,4,4520,Computadora,Español,142,1631,1.17
40,Femenino,108,Acción,Verano,6,4096,Computadora,Inglés,76,1905,3.96
60,Femenino,84,Comedia,Verano,4,9790,Computadora,Español,69,3014,4.67
33,Masculino,140,Acción,Verano,7,1788,Smart TV,Español,105,8896,2.12
64,Masculino,98,Comedia,Verano,7,2547,Smart TV,Inglés,34,1204,4.43
32,Femenino,72,Acción,Primavera,2,967,Computadora,Español,55,1581,2.17
42,Masculino,152,Drama,Primavera,4,7052,Smart TV,Español,47,6675,4.64
53,Femenino,79,Drama,Primavera,11,6184,Móvil,Inglés,44,6347,4.02
28,Masculino,161,Acción,Verano,3,8531,Smart TV,Inglés,168,3643,4.22
32,Femenino,98,Drama,Verano,4,5405,Móvil,Español,53,9017,1.07
21,Masculino,148,Comedia,Primavera,7,8339,Computadora,Español,155,3297,4.85
38,Femenino,104,Acción,Primavera,3,4149,Computadora,Inglés,52,1874,3.91
30,Femenino,75,Comedia,Verano,4,3557,Smart TV,Español,41,6560,2.22
39,Femenino,81,Acción,Primavera,6,3328,Computadora,Inglés,65,1689,4.32
36,Masculino,107,Drama,Verano,2,1348,Smart TV,Inglés,97,5000,2.13
51,Masculino,146,Comedia,Primavera,12,1267,Smart TV,Inglés,102,1671,4.49
31,Femenino,162,Drama,Verano,5,3590,Smart TV,Español,162,8927,1.45
21,Femenino,88,Drama,Verano,8,1997,Smart TV,Español,29,2171,3.81
63,Masculino,136,Acción,Primavera,10,2279,Móvil,Español,141,6591,3.16
44,Masculino,77,Comedia,Verano,3,6055,Móvil,Inglés,35,7342,1.39
46,Masculino,77,Drama,Verano,3,2820,Computadora,Español,77,2449,1.97
64,Masculino,153,Acción,Verano,5,2043,Móvil,Inglés,94,3539,1.05
45,Masculino,116,Acción,Primavera,5,6012,Computadora,Español,112,4959,2.88
52,Masculino,73,Acción,Primavera,2,7786,Computadora,Inglés,61,7285,2.21
25,Femenino,120,Drama,Primavera,0,3796,Smart TV,Inglés,52,6432,3.39
33,Masculino,154,Acción,Verano,2,2925,Smart TV,Español,159,5260,2.19
59,Femenino,136,Comedia,Primavera,7,8514,Smart TV,Inglés,67,3361,2.2
53,Masculino,114,Comedia,Primavera,7,1846,Smart TV,Español,56,7164,3.97
47,Masculino,77,Drama,Verano,5,629,Smart TV,Español,73,4670,1.19
35,Femenino,156,Comedia,Primavera,6,6484,Smart TV,Español,60,2753,4.61
19,Femenino,85,Acción,Primavera,1,8425,Móvil,Español,40,9100,4.41
30,Masculino,146,Drama,Primavera,8,4586,Computadora,Español,102,2938,3.67
21,Femenino,136,Acción,Primavera,2,201,Computadora,Inglés,131,9562,3.37
43,Femenino,78,Drama,Primavera,1,3823,Smart TV,Español,32,6976,4.57
42,Femenino,129,Drama,Primavera,4,2828,Móvil,Inglés,95,7588,1.74
47,Femenino,147,Acción,Primavera,0,2645,Smart TV,Español,127,9616,1.32
28,Masculino,146,Comedia,Verano,4,2658,Móvil,Inglés,144,7304,1.96
24,Femenino,140,Comedia,Verano,9,6946,Móvil,Inglés,146,8345,4.18
48,Masculino,84,Drama,Primavera,3,1048,Computadora,Español,77,8875,1.14
61,Masculino,140,Acción,Verano,11,9860,Computadora,Inglés,115,7633,3.33
27,Masculino,171,Acción,Primavera,5,5036,Móvil,Español,110,1597,4.98
56,Masculino,167,Drama,Verano,11,2153,Computadora,Español,65,4062,4.42
30,Femenino,110,Comedia,Primavera,4,293,Móvil,Español,95,3336,3.09
48,Femenino,91,Acción,Primavera,8,9033,Móvil,Inglés,99,1572,1.25
24,Masculino,93,Comedia,Primavera,4,7404,Móvil,Inglés,82,8521,4.33
59,Masculino,170,Comedia,Primavera,12,3059,Computadora,Inglés,53,7171,3.4
59,Masculino,113,Drama,Primavera,7,8274,Smart TV,Inglés,78,8097,1.46
53,Masculino,70,Drama,Primavera,11,3023,Computadora,Español,55,3090,1.38
37,Femenino,79,Comedia,Primavera,12,3339,Smart TV,Español,67,7566,4.64
21,Masculino,176,Acción,Primavera,1,3965,Computadora,Inglés,154,5624,3.68
24,Femenino,149,Acción,Primavera,2,8329,Computadora,Inglés,111,2633,4.32
18,Masculino,179,Drama,Primavera,2,9990,Smart TV,Español,85,2517,4.52
61,Masculino,141,Comedia,Primavera,2,4666,Móvil,Inglés,148,4648,3.29
62,Masculino,125,Acción,Verano,5,6695,Smart TV,Español,107,2537,3.07
59,Masculino,158,Acción,Verano,6,5709,Móvil,Inglés,77,4137,2.72
64,Femenino,119,Drama,Primavera,6,3313,Móvil,Inglés,66,7985,2.27
30,Femenino,81,Comedia,Primavera,11,5208,Computadora,Inglés,84,1097,2.74
39,Femenino,158,Acción,Primavera,6,1883,Computadora,Español,159,4750,4.1
38,Masculino,150,Drama,Primavera,11,8394,Computadora,Español,93,9535,3.41
39,Masculino,129,Acción,Verano,2,5930,Computadora,Inglés,42,9174,4.57
45,Femenino,95,Acción,Primavera,0,5931,Computadora,Inglés,32,9103,2.77
26,Femenino,179,Acción,Primavera,5,141,Smart TV,Inglés,94,6413,3.43
43,Masculino,147,Drama,Primavera,2,6309,Smart TV,Inglés,118,5666,3.53
26,Masculino,110,Comedia,Verano,12,1161,Smart TV,Inglés,84,1610,3.37
32,Femenino,105,Drama,Primavera,2,9968,Smart TV,Inglés,84,2727,3.81
27,Masculino,92,Comedia,Primavera,2,3789,Computadora,Inglés,80,2854,1.95
41,Masculino,112,Acción,Verano,8,7695,Smart TV,Inglés,35,6055,3.05
59,Femenino,75,Comedia,Primavera,11,6907,Smart TV,Español,28,3324,1.42
25,Masculino,138,Acción,Primavera,3,4097,Móvil,Español,81,6774,2.54
41,Femenino,112,Acción,Verano,4,425,Computadora,Español,47,7519,2.95
33,Masculino,94,Drama,Primavera,2,7305,Smart TV,Español,33,2749,3.61
43,Femenino,87,Acción,Primavera,9,1220,Smart TV,Inglés,70,1781,4.8
44,Masculino,131,Drama,Primavera,12,207,Smart TV,Español,124,8548,3.4
54,Femenino,82,Comedia,Primavera,11,6394,Computadora,Español,73,7823,3.97
21,Femenino,112,Comedia,Verano,0,5293,Smart TV,Inglés,106,3105,3.03
41,Femenino,147,Acción,Primavera,11,7324,Móvil,Español,122,4867,3.54
36,Femenino,97,Drama,Primavera,3,8626,Computadora,Español,86,8193,1.28
53,Masculino,87,Acción,Primavera,0,2139,Móvil,Español,45,5976,2.02
56,Masculino,128,Drama,Verano,10,903,Computadora,Español,140,3113,2.45
